workerid,proliferate.condition,adj,adj_tr,label,object,response,rt,slide_number_in_experiment,trial_type,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
895,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],2264,5,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,happy,mutlu,woman_old_happy,woman,[1],2014,6,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,metal,metal,spoon_metal_clean,spoon,[0],2034,7,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],3916,8,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,young,genç,man_young_bearded,man,[1],1682,9,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.03],2816,10,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,cardboard,karton,box_closed_cardboard,box,[0],2462,11,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],1611,12,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,long,uzun,pencil_long_black,pencil,[0.67],2388,13,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,square,kare,picture_bw_square,picture,[0],1558,14,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,fat,şişman,woman2_happy_fat,woman,[0.67],2369,15,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.56],2563,16,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,round,yuvarlak,earring_big_round,earring,[0],2320,17,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,striped,çizgili,frog_striped_green,frog,[0],1756,18,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,straight,düz,hair_straight_blond,hair,[0.36],2966,19,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.65],1930,20,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,clean,temiz,spoon_metal_clean,spoon,[0.8],2546,21,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.24],2399,22,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,big,büyük,bottle_glass_big,bottle,[0.41],4071,23,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,colored,renkli,picture_colored_rectangular,picture,[0.44],4006,24,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,open,açık,box_open_cardboard,box,[0.7],2772,25,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,blue,mavi,pencil_long_blue,pencil,[0],1894,26,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.64],1918,27,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,closed,kapalı,box_closed_cardboard,box,[0.72],2628,28,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,wet,ıslak,shorts_wet_green,shorts,[0.62],1885,29,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,brown,kahverengi,hair_curly_brown,hair,[0.16],2005,30,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,short,kısa,pencil_short_black,pencil,[0.21],1925,31,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,dry,kuru,shorts_dry_green,shorts,[0],2881,32,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.77],1980,33,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,glass,cam,bottle_glass_big,bottle,[0.12],2711,34,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,small,küçük,bottle_glass_small,bottle,[0.23],1686,35,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,matte,mat,nails_black_matte,nails,[0.37],1830,36,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,old,yaşlı,man_old_bearded,man,[0.72],1594,37,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,sad,mutsuz,woman_old_sad,woman,[1],2872,38,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.8],1272,39,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,red,kırmızı,frog_spotted_red,frog,[0.61],1249,40,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,blond,sarı,hair_curly_blonde,hair,[0.5],1059,41,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,green,yeşil,frog_spotted_green,frog,[0],2506,42,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,glossy,parlak,nails_black_glossy,nails,[0.26],2388,43,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,black,siyah,nails_black_glossy,nails,[0.01],1577,44,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,spotted,benekli,frog_spotted_green,frog,[0.21],4439,45,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,high,yüksek,table_metal_high,table,[0.33],1749,46,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.83],2588,47,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
895,condition1,low,alçak,table_metal_low,table,[0.44],2927,48,,[],34,Yes,,3,1,Male,Turkce,Firefox,Windows,1080,1920,2.65925,
924,condition1,,,,beyaz,beyaz,0,1,bot_check,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.64],7394,3,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,sad,mutsuz,woman_old_sad,woman,[0.79],20991,4,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,small,küçük,bottle_glass_small,bottle,[0.78],2799,5,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,blond,sarı,hair_curly_blonde,hair,[0.19],2040,6,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.02],6264,7,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,glass,cam,bottle_glass_big,bottle,[0.02],3120,8,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,bearded,sakallı,man_old_bearded,man,[0.65],2400,9,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,young,genç,man_young_bearded,man,[0.79],1860,10,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,fat,şişman,woman2_happy_fat,woman,[0.74],1348,11,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.77],1828,12,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,straight,düz,hair_straight_blond,hair,[0.29],2924,13,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,colored,renkli,picture_colored_rectangular,picture,[0.73],1464,14,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,low,alçak,table_metal_low,table,[0.66],2504,15,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.51],2576,16,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,square,kare,picture_bw_square,picture,[0.02],2024,17,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,happy,mutlu,woman_old_happy,woman,[0.84],2792,18,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,long,uzun,pencil_long_black,pencil,[0.66],3240,19,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.03],2271,20,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,triangular,üçgen,earring_big_triangular,earring,[0.03],2992,21,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.49],2072,22,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,spotted,benekli,frog_spotted_green,frog,[0.47],6164,23,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,matte,mat,nails_black_matte,nails,[0.59],1340,24,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,metal,metal,spoon_metal_clean,spoon,[0.02],2805,25,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,striped,çizgili,frog_striped_green,frog,[0.21],3135,26,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,round,yuvarlak,earring_big_round,earring,[0.12],1840,27,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.54],3280,28,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,open,açık,box_open_cardboard,box,[0.75],3016,29,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,big,büyük,bottle_glass_big,bottle,[0.93],2608,30,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,old,yaşlı,man_old_bearded,man,[0.78],2416,31,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,green,yeşil,frog_spotted_green,frog,[0.15],2655,32,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.03],3809,33,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,wet,ıslak,shorts_wet_green,shorts,[0.59],3119,34,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,high,yüksek,table_metal_high,table,[0.61],1640,35,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,short,kısa,pencil_short_black,pencil,[0.71],1383,36,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,blue,mavi,pencil_long_blue,pencil,[0.12],2000,37,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,glossy,parlak,nails_black_glossy,nails,[0.72],1584,38,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,black,siyah,nails_black_glossy,nails,[0.03],3936,39,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.04],262144,40,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0],1908,41,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,clean,temiz,spoon_metal_clean,spoon,[0.9],2272,42,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,closed,kapalı,box_closed_cardboard,box,[0.46],4311,43,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,cardboard,karton,box_closed_cardboard,box,[0.02],3921,44,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,dry,kuru,shorts_dry_green,shorts,[0.5],2984,45,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.66],2488,46,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,red,kırmızı,frog_spotted_red,frog,[0.03],5280,47,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
924,condition1,brown,kahverengi,hair_curly_brown,hair,[0.02],3456,48,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,8.567733333333333,
899,condition1,,,,beyaz,Beyaz,0,1,bot_check,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,wet,ıslak,shorts_wet_green,shorts,[0.7],16593,3,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,sad,mutsuz,woman_old_sad,woman,[0.97],4805,4,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],6993,5,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,bearded,sakallı,man_old_bearded,man,[0.23],4544,6,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,high,yüksek,table_metal_high,table,[0.69],10710,7,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],3379,8,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.05],2632,9,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,short,kısa,pencil_short_black,pencil,[0.68],3420,10,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.77],2813,11,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,metal,metal,spoon_metal_clean,spoon,[0],4191,12,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,black,siyah,nails_black_glossy,nails,[0.05],4132,13,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,dry,kuru,shorts_dry_green,shorts,[0.6],5146,14,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,brown,kahverengi,hair_curly_brown,hair,[0.12],4984,15,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],4030,16,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,triangular,üçgen,earring_big_triangular,earring,[0],2731,17,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.15],3565,18,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,low,alçak,table_metal_low,table,[0.73],2964,19,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,open,açık,box_open_cardboard,box,[0.67],2926,20,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.2],4526,21,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,glass,cam,bottle_glass_big,bottle,[0],2468,22,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.6],6608,23,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,small,küçük,bottle_glass_small,bottle,[0.67],4604,24,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,clean,temiz,spoon_metal_clean,spoon,[0.63],3080,25,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,closed,kapalı,box_closed_cardboard,box,[0.54],2630,26,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,matte,mat,nails_black_matte,nails,[0.15],2918,27,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,striped,çizgili,frog_striped_green,frog,[0],2184,28,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,happy,mutlu,woman_old_happy,woman,[1],3526,29,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,glossy,parlak,nails_black_glossy,nails,[0.24],4488,30,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.06],3032,31,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,red,kırmızı,frog_spotted_red,frog,[0.01],2343,32,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
899,condition1,straight,düz,hair_straight_blond,hair,[0.21],3428,33,,[],31,Yes,,4,2,Male,Türkçe,Chrome,Windows,900,1600,3.97985,
